stock-code,reference-price,celling-price,floor-price,price,volume,total-volume,total-value,highest-price,lowest-price,average-price
KHL,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHW,0.0,24.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIP,0.0,10.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLB,0.0,11.5,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF,0.0,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLM,0.0,9.2,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSH,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTC,0.0,9.5,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTL,0.0,21.2,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTW,0.0,10.6,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KVC,0.0,2.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L12,0.0,4.6,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L35,0.0,4.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L44,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L45,0.0,2.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L63,0.0,5.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAI,0.0,69.4,79.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAW,0.0,17.2,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBC,0.0,11.5,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCC,0.0,4.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCM,0.0,2.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCS,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDW,0.0,14.2,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LG9,0.0,5.8,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGM,0.0,13.3,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIC,0.0,19.1,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKW,0.0,34.1,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLM,0.0,10.4,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LM3,0.0,3.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LM7,0.0,2.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMC,0.0,25.2,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMH,0.0,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMI,0.0,10.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNC,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LO5,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPT,0.0,9.3,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LQN,0.0,2.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSG,0.0,9.3,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTC,0.0,4.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTG,0.0,21.5,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUT,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M10,0.0,21.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA1,0.0,22.4,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBN,0.0,7.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCG,0.0,2.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCH,0.0,157.8,181.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCM,0.0,39.9,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDA,0.0,9.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDF,0.0,8.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEC,0.0,5.4,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEF,0.0,4.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MES,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFS,0.0,25.5,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGC,0.0,5.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGG,0.0,32.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGR,0.0,5.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MH3,0.0,34.9,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIC,0.0,16.3,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIE,0.0,6.5,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIM,0.0,4.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKP,0.0,31.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLC,0.0,17.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLS,0.0,10.6,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MML,0.0,27.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNB,0.0,24.2,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MND,0.0,10.7,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPC,0.0,16.7,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPT,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPY,0.0,8.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQB,0.0,9.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQN,0.0,22.8,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRF,0.0,27.7,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSR,0.0,18.7,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTA,0.0,3.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTB,0.0,9.9,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTC,0.0,3.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTG,0.0,9.8,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTH,0.0,15.5,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,0.0,9.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTP,0.0,13.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTS,0.0,10.1,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTV,0.0,17.9,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVC,0.0,10.1,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVN,0.0,17.2,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAC,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAS,0.0,22.9,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAU,0.0,8.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAW,0.0,9.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBE,0.0,11.7,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBT,0.0,15.4,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG,0.0,9.2,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAI,0.0,9.7,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAP,0.0,19.6,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAS,0.0,3.9,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAT,0.0,95.5,109.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBC,0.0,6.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBT,0.0,8.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCC,0.0,21.2,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCF,0.0,4.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCM,0.0,15.4,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCN,0.0,13.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDC,0.0,5.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDV,0.0,13.6,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEC,0.0,9.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEG,0.0,8.6,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEQ,0.0,40.1,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFL,0.0,2.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGB,0.0,17.5,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHH,0.0,3.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHP,0.0,21.9,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHS,0.0,16.1,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PID,0.0,2.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIS,0.0,11.2,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIV,0.0,2.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJS,0.0,22.7,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLA,0.0,5.1,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLE,0.0,9.6,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLO,0.0,2.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMJ,0.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMT,0.0,7.2,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMW,0.0,32.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PND,0.0,6.9,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNG,0.0,17.6,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNP,0.0,20.2,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNT,0.0,7.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POB,0.0,50.6,70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POS,0.0,18.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POV,0.0,8.5,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPH,0.0,27.8,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPI,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PQN,0.0,4.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRO,0.0,5.2,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRT,0.0,10.6,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSB,0.0,5.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSG,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSL,0.0,12.3,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSN,0.0,10.3,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSP,0.0,8.4,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTE,0.0,1.9,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTG,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTH,0.0,18.5,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S12,0.0,2.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S27,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S72,0.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S74,0.0,10.1,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S96,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,0.0,13.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAL,0.0,3.1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAP,0.0,12.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAS,0.0,27.6,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SB1,0.0,6.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBB,0.0,14.2,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBD,0.0,7.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBH,0.0,62.6,71.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBL,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBM,0.0,31.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBR,0.0,8.4,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBS,0.0,6.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCC,0.0,2.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCD,0.0,11.7,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCJ,0.0,4.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCL,0.0,37.5,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCO,0.0,5.2,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCY,0.0,13.7,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD1,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2,0.0,4.7,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD3,0.0,5.8,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD4,0.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD7,0.0,3.6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD8,0.0,1.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDB,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDD,0.0,2.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDJ,0.0,3.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDK,0.0,22.6,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDP,0.0,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDT,0.0,4.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDV,0.0,36.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDX,0.0,1.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDY,0.0,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEA,0.0,29.2,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEP,0.0,21.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGB,0.0,13.2,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGI,0.0,13.7,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGP,0.0,21.2,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGS,0.0,18.4,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHC,0.0,11.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHG,0.0,2.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SID,0.0,12.1,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIG,0.0,5.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SII,0.0,18.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIV,0.0,37.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSB,0.0,48.0,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WTC,0.0,12.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X26,0.0,26.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X77,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XDH,0.0,24.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XHC,0.0,22.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLV,0.0,10.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XMC,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XMD,0.0,6.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XMP,0.0,19.4,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XPH,0.0,6.5,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBC,0.0,6.9,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YTC,0.0,47.2,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
