stock-code,reference-price,celling-price,floor-price,price,volume,total-volume,total-value,highest-price,lowest-price,average-price,create-at
PCN,0.0,12.9,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:32.543449
PDC,0.0,5.3,6.0,-0.1,5.2,1.0,1.1,0.0,5.2,5.2,2024-05-21 10:39:32.974682
PDV,0.0,14.3,16.4,-0.2,14.1,0.3,13.1,0.0,14.3,14.0,2024-05-21 10:39:33.519021
PEC,0.0,9.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:34.080043
PEG,0.0,7.6,8.7,-0.3,7.3,0.1,0.2,0.0,7.3,7.3,2024-05-21 10:39:34.591648
PEQ,0.0,36.2,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:35.054584
PFL,0.0,2.6,2.9,0.0,2.6,0.4,38.1,0.0,2.7,2.5,2024-05-21 10:39:35.625801
PGB,0.0,17.7,20.3,0.3,18.0,0.4,17.2,0.0,18.0,17.7,2024-05-21 10:39:36.106679
PHH,0.0,3.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:36.563525
PHP,0.0,22.1,25.4,0.2,22.3,0.5,5.6,0.0,22.3,22.2,2024-05-21 10:39:37.063604
PHS,0.0,16.1,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:37.586544
PID,0.0,2.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:38.088459
PIS,0.0,9.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:38.558989
PIV,0.0,2.6,2.9,0.3,2.9,0.4,279.6,0.0,2.9,2.7,2024-05-21 10:39:39.023469
PJS,0.0,23.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:39.511750
PLA,0.0,5.8,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:39.999333
PLE,0.0,9.6,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:40.478402
PLO,0.0,2.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:40.954998
PMJ,0.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:41.367853
PMT,0.0,7.2,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:41.804954
PMW,0.0,32.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:42.317456
PND,0.0,6.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:42.769799
PNG,0.0,17.6,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:43.254813
PNP,0.0,20.2,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:43.631759
PNT,0.0,7.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:43.979068
POB,0.0,50.6,70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:44.373338
POS,0.0,18.1,20.8,-0.3,17.8,0.1,34.0,0.0,17.9,17.6,2024-05-21 10:39:44.709445
POV,0.0,8.4,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:45.018603
PPH,0.0,27.7,31.8,0.3,28.0,0.1,83.1,0.0,28.0,27.7,2024-05-21 10:39:45.362555
PPI,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:45.709243
PQN,0.0,4.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:46.094200
PRO,0.0,5.2,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:46.483327
PRT,0.0,10.7,12.3,-0.2,10.5,0.3,1.0,0.0,10.5,10.5,2024-05-21 10:39:46.837010
PSB,0.0,5.5,6.3,0.0,5.5,0.1,40.2,0.0,5.5,5.4,2024-05-21 10:39:47.211324
PSG,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:47.502173
PSL,0.0,12.5,14.3,0.1,12.6,1.0,5.3,0.0,12.6,12.5,2024-05-21 10:39:47.829551
PSN,0.0,10.3,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:48.142651
PSP,0.0,9.6,11.0,-0.7,8.9,0.1,0.1,0.0,8.9,8.9,2024-05-21 10:39:48.451239
PTE,0.0,1.9,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:48.849870
PTG,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:49.264250
PTH,0.0,18.5,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:49.606528
S12,0.0,2.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:53.933091
S27,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:54.466780
S72,0.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:54.914912
SAS,0.0,28.1,32.3,-0.1,28.0,0.1,1.4,0.0,28.0,28.0,2024-05-21 10:39:55.634692
SB1,0.0,5.9,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:56.109146
SBB,0.0,14.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:56.585986
SBD,0.0,8.0,9.2,0.0,8.0,2.0,5.0,0.0,8.0,8.0,2024-05-21 10:39:57.076255
SBH,0.0,60.5,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:57.559381
SBL,0.0,7.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:58.004661
SBM,0.0,31.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:58.458723
SBR,0.0,7.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:58.990864
SBS,0.0,6.8,7.8,0.0,6.8,0.1,538.6,0.0,6.8,6.7,2024-05-21 10:39:59.480291
SCC,0.0,2.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:00.004133
SCD,0.0,11.7,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:00.426657
SCJ,0.0,4.1,4.7,0.0,4.1,0.9,3.5,0.0,4.2,4.1,2024-05-21 10:40:00.951420
SCL,0.0,37.0,42.5,0.2,37.2,0.2,6.4,0.0,37.2,36.6,2024-05-21 10:40:01.428848
SCO,0.0,5.2,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:01.836140
SCY,0.0,13.7,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:02.274352
SD1,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:02.710092
SD2,0.0,4.8,5.5,0.0,4.8,0.2,0.6,0.0,4.8,4.8,2024-05-21 10:40:03.201162
SD3,0.0,5.8,6.6,0.2,6.0,0.1,0.8,0.0,6.5,6.0,2024-05-21 10:40:03.655435
SD4,0.0,3.4,3.9,-0.1,3.3,0.1,0.1,0.0,3.3,3.3,2024-05-21 10:40:04.147715
SD7,0.0,3.6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:04.595526
SD8,0.0,1.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:05.054809
SDB,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:05.511402
SDD,0.0,2.0,2.3,0.2,2.2,10.0,141.9,0.0,2.3,2.1,2024-05-21 10:40:06.002679
SDJ,0.0,3.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:06.451567
SDK,0.0,24.0,27.6,-0.2,23.8,0.3,0.5,0.0,23.8,23.5,2024-05-21 10:40:06.907573
SDP,0.0,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:07.347004
SDT,0.0,4.3,4.9,0.4,4.7,0.3,86.6,0.0,4.7,4.5,2024-05-21 10:40:07.821177
SDV,0.0,36.7,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:08.338969
SDX,0.0,1.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:08.720770
SDY,0.0,1.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:09.233757
SEA,0.0,29.0,33.3,0.0,29.0,0.1,1.1,0.0,29.0,29.0,2024-05-21 10:40:09.784492
SEP,0.0,21.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:10.245240
SGB,0.0,13.2,15.1,0.0,13.2,0.1,1.3,0.0,13.2,13.2,2024-05-21 10:40:10.733325
SGI,0.0,13.8,15.8,0.0,13.8,0.2,0.2,0.0,13.8,13.8,2024-05-21 10:40:11.187975
SGP,0.0,20.9,24.0,0.3,21.2,0.5,39.8,0.0,21.3,20.9,2024-05-21 10:40:11.590338
SGS,0.0,18.4,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:12.130976
SHC,0.0,10.4,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:12.615714
SHG,0.0,2.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:13.022449
SID,0.0,12.4,14.2,0.2,12.6,0.1,0.2,0.0,12.6,12.0,2024-05-21 10:40:13.508453
SIG,0.0,6.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:13.940909
SII,0.0,18.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:14.482043
SIV,0.0,37.0,42.5,-1.8,35.2,1.5,39.0,0.0,35.2,35.0,2024-05-21 10:40:14.915836
WSB,0.0,48.5,55.7,-0.1,48.4,0.1,0.1,0.0,48.4,48.4,2024-05-21 10:40:19.692893
WTC,0.0,12.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:20.154359
X26,0.0,26.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:20.526428
XMD,0.0,6.0,6.9,0.6,6.6,0.1,0.1,0.0,6.6,6.6,2024-05-21 10:40:21.011190
XMP,0.0,19.4,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:21.451466
XPH,0.0,6.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:21.774807
YBC,0.0,6.9,9.6,1.1,8.0,0.3,0.4,0.0,8.0,7.9,2024-05-21 10:40:22.148941
YTC,0.0,52.2,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:40:22.526398
